#FORMAT=WebAnno TSV 3.3
#T_SP=custom.Span|label


#Text=For one of our long-term multiyear projects, we are looking for an Android Developer out of New York, NY.Responsibilities...Design and build applications for the iOS platformEnsure the performance, quality, and responsiveness of applicationsCollaborate with a team to define, design, and ship new featuresIdentify and correct bottlenecks and fix bugsHelp maintain code quality, organization, and automatizationSkillsProficient with SwiftExperience with iOS frameworks such as Core Data, Core Animation, etc.Experience with offline storage, threading, and performance tuningFamiliarity with RESTful APIs to connect iOS applications to back-end servicesKnowledge of other web technologies and UI/UX standardsUnderstanding of Apples design principles and interface guidelinesExperience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}}Familiarity with cloud message APIs and push notificationsKnack for benchmarking and optimizationProficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}Familiarity with continuous integration Proficient with Swift Experience with iOS frameworks such as Core Data, Core Animation, etc Experience with offline storage, threading, and performance tuning Familiarity with RESTful APIs to connect iOS applications to back-end services Knowledge of other web technologies and UI/UX standards Understanding of Apples design principles and interface guidelines Experience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}} Familiarity with cloud message APIs and push notifications Knack for benchmarking and optimization Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}} Familiarity with continuous integration Design and build applications for the iOS platform Ensure the performance, quality, and responsiveness of applications Collaborate with a team to define, design, and ship new features Identify and correct bottlenecks and fix bugs Help maintain code quality, organization, and automatization
1-1	0-3	For	_	
1-2	4-7	one	_	
1-3	8-10	of	_	
1-4	11-14	our	_	
1-5	15-24	long-term	_	
1-6	25-34	multiyear	_	
1-7	35-43	projects	_	
1-8	43-44	,	_	
1-9	45-47	we	_	
1-10	48-51	are	_	
1-11	52-59	looking	_	
1-12	60-63	for	_	
1-13	64-66	an	_	
1-14	67-74	Android	Hard Skill	
1-15	75-84	Developer	_	
1-16	85-88	out	_	
1-17	89-91	of	_	
1-18	92-95	New	_	
1-19	96-100	York	_	
1-20	100-101	,	_	
1-21	102-121	NY.Responsibilities	_	
1-22	121-122	.	_	
1-23	122-123	.	_	
1-24	123-124	.	_	
1-25	124-130	Design	Hard Skill	
1-26	131-134	and	_	
1-27	135-140	build	_	
1-28	141-153	applications	_	
1-29	154-157	for	_	
1-30	158-161	the	_	
1-31	162-165	iOS	_	
1-32	166-180	platformEnsure	_	
1-33	181-184	the	_	
1-34	185-196	performance	_	
1-35	196-197	,	_	
1-36	198-205	quality	_	
1-37	205-206	,	_	
1-38	207-210	and	_	
1-39	211-225	responsiveness	_	
1-40	226-228	of	_	
1-41	229-252	applicationsCollaborate	_	
1-42	253-257	with	_	
1-43	258-259	a	_	
1-44	260-264	team	_	
1-45	265-267	to	_	
1-46	268-274	define	_	
1-47	274-275	,	_	
1-48	276-282	design	Hard Skill	
1-49	282-283	,	_	
1-50	284-287	and	_	
1-51	288-292	ship	_	
1-52	293-296	new	_	
1-53	297-313	featuresIdentify	_	
1-54	314-317	and	_	
1-55	318-325	correct	_	
1-56	326-337	bottlenecks	_	
1-57	338-341	and	_	
1-58	342-345	fix	_	
1-59	346-354	bugsHelp	_	
1-60	355-363	maintain	_	
1-61	364-368	code	_	
1-62	369-376	quality	_	
1-63	376-377	,	_	
1-64	378-390	organization	_	
1-65	390-391	,	_	
1-66	392-395	and	_	
1-67	396-426	automatizationSkillsProficient	_	
1-68	427-431	with	_	
1-69	432-447	SwiftExperience	_	
1-70	448-452	with	_	
1-71	453-456	iOS	_	
1-72	457-467	frameworks	_	
1-73	468-472	such	_	
1-74	473-475	as	_	
1-75	476-480	Core	_	
1-76	481-485	Data	_	
1-77	485-486	,	_	
1-78	487-491	Core	_	
1-79	492-501	Animation	_	
1-80	501-502	,	_	
1-81	503-517	etc.Experience	_	
1-82	518-522	with	_	
1-83	523-530	offline	_	
1-84	531-538	storage	_	
1-85	538-539	,	_	
1-86	540-549	threading	_	
1-87	549-550	,	_	
1-88	551-554	and	_	
1-89	555-566	performance	_	
1-90	567-584	tuningFamiliarity	_	
1-91	585-589	with	_	
1-92	590-597	RESTful	_	
1-93	598-602	APIs	_	
1-94	603-605	to	_	
1-95	606-613	connect	_	
